Query,Impressions,Clicks,CTR,Avg_Position,Date,New
teste mobile friendly,2,0,0.0,5.5,16/06/2015,false
check for mobile friendly,2,0,0.0,6.5,16/06/2015,false
google checker,2,0,0.0,16.0,16/06/2015,false
mobile freindly,2,0,0.0,8.0,16/06/2015,false
mobile responsive checker,1,0,0.0,26.0,16/06/2015,false
google mobile testing tool,1,0,0.0,8.0,16/06/2015,false
website mobile friendly check,1,0,0.0,6.0,16/06/2015,false
google check mobile friendly website,1,0,0.0,6.0,16/06/2015,false
mobile friendlytest,1,0,0.0,7.0,16/06/2015,false
google friendly tool,1,0,0.0,7.0,16/06/2015,false
google mobile test friendly,1,0,0.0,5.0,16/06/2015,false
test bulk,1,0,0.0,5.0,16/06/2015,false
mobile friendliness tool,1,0,0.0,9.0,16/06/2015,false
google mobile website checker,1,0,0.0,4.0,16/06/2015,false
bulk google search,1,0,0.0,49.0,16/06/2015,false
check google,1,0,0.0,46.0,16/06/2015,true
https status checker,1,0,0.0,6.0,16/06/2015,false
header response checker,1,0,0.0,14.0,16/06/2015,false
google mobile page checker,1,0,0.0,7.0,16/06/2015,false
mobile friendly test website,1,0,0.0,7.0,16/06/2015,false
check site on mobile,1,0,0.0,34.0,16/06/2015,false
google mobile frindly test,1,0,0.0,5.0,16/06/2015,false
google mobile friendly tst,1,0,0.0,8.0,16/06/2015,false
mobile website checker,1,0,0.0,14.0,16/06/2015,false
google movile friendly,1,0,0.0,6.0,16/06/2015,false
check redirect status code,1,0,0.0,14.0,16/06/2015,false
url checker,1,0,0.0,83.0,16/06/2015,false
check mobile friendly website google,1,0,0.0,8.0,16/06/2015,false
test website for mobile friendly,1,0,0.0,6.0,16/06/2015,false
redirect checker bulk,1,0,0.0,5.0,16/06/2015,false
mobile friendly test\,1,0,0.0,9.0,16/06/2015,false
mobile friendlt,1,0,0.0,6.0,16/06/2015,false
test friendly mobile,1,0,0.0,9.0,16/06/2015,false
google mobile friendly websites,1,0,0.0,32.0,16/06/2015,false
google mobile website check,1,0,0.0,8.0,16/06/2015,false
mobile friendly testing,1,0,0.0,6.0,16/06/2015,false
google website check mobile,1,0,0.0,10.0,16/06/2015,true
"""mobile-friendly""",1,0,0.0,13.0,16/06/2015,false
check http status code,1,0,0.0,9.0,16/06/2015,false
online redirect checker,1,0,0.0,27.0,16/06/2015,false
google mobile frindly,1,0,0.0,9.0,16/06/2015,false
gogole mobile friendly test,1,0,0.0,7.0,16/06/2015,false
friendly score,1,0,0.0,12.0,16/06/2015,false
how to check mobile friendly website,1,0,0.0,12.0,16/06/2015,false
check if site is mobile friendly google,1,0,0.0,8.0,16/06/2015,false
google’s mobile-friendly test tool,1,0,0.0,10.0,16/06/2015,false
google mobile fiendly test,1,0,0.0,8.0,16/06/2015,false
moblie friendly test,1,0,0.0,5.0,16/06/2015,false
mobilefrendly,1,0,0.0,8.0,16/06/2015,false
google url check,1,0,0.0,11.0,16/06/2015,false
movile friendly test,1,0,0.0,8.0,16/06/2015,false
mobiel friendly,1,0,0.0,8.0,16/06/2015,false
google mobile frendly test,1,0,0.0,7.0,16/06/2015,false
friendly mobile test,1,0,0.0,6.0,16/06/2015,false
responsive checker google,1,0,0.0,8.0,16/06/2015,false
google's mobile friendly test tool,1,0,0.0,8.0,16/06/2015,false
mobile frienldy test,1,0,0.0,9.0,16/06/2015,false
test friendly google,1,0,0.0,8.0,16/06/2015,true
google mobile score,1,0,0.0,5.0,16/06/2015,false
get mobile-friendly,1,0,0.0,18.0,16/06/2015,false
mobile responsive checker google,1,0,0.0,7.0,16/06/2015,false
moble friendly test,1,0,0.0,8.0,16/06/2015,false
googel mobile friendly,1,0,0.0,4.0,16/06/2015,false
google mobile friendly website checker,1,0,0.0,8.0,16/06/2015,false
google tools mobile friendly,1,0,0.0,9.0,16/06/2015,false
google friendly checker,1,0,0.0,3.0,16/06/2015,false
the score mobile,1,0,0.0,37.0,16/06/2015,true
mobile-friendly google,1,0,0.0,27.0,16/06/2015,false
google check website mobile friendly,1,0,0.0,8.0,16/06/2015,false
test mobile friendly website,1,0,0.0,19.0,16/06/2015,false
bulk status code checker,1,0,0.0,4.0,16/06/2015,false
google frendly test,1,0,0.0,3.0,16/06/2015,false
check mobile friendly websites,1,0,0.0,7.0,16/06/2015,false
google test website mobile friendly,1,0,0.0,10.0,16/06/2015,false
code checker,1,0,0.0,27.0,16/06/2015,false
google tool to check mobile friendly,1,0,0.0,6.0,16/06/2015,false
google checker mobile,1,0,0.0,4.0,16/06/2015,false
websites mobile friendly,1,0,0.0,44.0,16/06/2015,false
mobile friendly tes,1,0,0.0,8.0,16/06/2015,false
google website score,1,0,0.0,41.0,16/06/2015,true
friendly mobile,1,0,0.0,10.0,16/06/2015,false
mobile friendy,1,0,0.0,5.0,16/06/2015,false
google mobile test tool,1,0,0.0,6.0,16/06/2015,false
mobilfriendly,1,0,0.0,6.0,16/06/2015,false
cek mobile friendly google,1,0,0.0,3.0,16/06/2015,false
google friendly mobile,1,0,0.0,10.0,16/06/2015,false
google mobile tester,1,0,0.0,9.0,16/06/2015,false
check website for mobile friendly,1,0,0.0,9.0,16/06/2015,false
check response code,1,0,0.0,21.0,16/06/2015,false
google mobil,1,0,0.0,27.0,16/06/2015,false
google mobile web checker,1,0,0.0,5.0,16/06/2015,false
google mobile responsive checker,1,0,0.0,7.0,16/06/2015,false
check website is mobile friendly,1,0,0.0,10.0,16/06/2015,false
mobile bulk,1,0,0.0,19.0,16/06/2015,false
mobile freindly check,1,0,0.0,7.0,16/06/2015,false
mobie friendly test,1,0,0.0,7.0,16/06/2015,false
mobile friendly cheker,1,0,0.0,5.0,16/06/2015,false
mobile-friendliness,1,0,0.0,7.0,16/06/2015,false
google mobile fiendly,1,0,0.0,8.0,16/06/2015,false
google mobile analyzer,1,0,0.0,5.0,16/06/2015,false
google mobile freindly tool,1,0,0.0,7.0,16/06/2015,false
http header code,1,0,0.0,38.0,16/06/2015,false
mobile friendly tester google,1,0,0.0,5.0,16/06/2015,false
mobile friendly test tools,1,0,0.0,8.0,16/06/2015,false
google mobile friendly sites,1,0,0.0,43.0,16/06/2015,false
google mobile friendly test site,1,0,0.0,10.0,16/06/2015,false
https status code checker,1,0,0.0,10.0,16/06/2015,false
google check for mobile friendly,1,0,0.0,5.0,16/06/2015,false
google page checker,1,0,0.0,27.0,16/06/2015,false
check site mobile friendly,1,0,0.0,8.0,16/06/2015,false
google mobile friednly test,1,0,0.0,7.0,16/06/2015,false
google check if website is mobile friendly,1,0,0.0,7.0,16/06/2015,false
gogle mobile friendly,1,0,0.0,9.0,16/06/2015,false
googlemobile test,1,0,0.0,6.0,16/06/2015,false
google friendly,1,0,0.0,50.0,16/06/2015,false
movile friendly,1,0,0.0,6.0,16/06/2015,false
mobile friendly tools,1,0,0.0,7.0,16/06/2015,false
how to check if your website is mobile friendly,1,0,0.0,10.0,16/06/2015,true
google bulk,1,0,0.0,8.0,16/06/2015,false
google mobile friendly tets,1,0,0.0,5.0,16/06/2015,false
google test page mobile,1,0,0.0,9.0,16/06/2015,false
google mobile friendly url,1,0,0.0,5.0,16/06/2015,false
bulk header checker,1,0,0.0,5.0,16/06/2015,false
mobile frienly test,1,0,0.0,10.0,16/06/2015,false
mobile fiendly test,1,0,0.0,9.0,16/06/2015,false
test if mobile friendly,1,0,0.0,7.0,16/06/2015,false
google mobile-friendly test tool,1,0,0.0,8.0,16/06/2015,false
check if mobile friendly,1,0,0.0,8.0,16/06/2015,false
google mobil check,1,0,0.0,5.0,16/06/2015,false
google mobile page check,1,0,0.0,5.0,16/06/2015,false
mobile freindly test google,1,0,0.0,9.0,16/06/2015,false
how to tell if a website is mobile friendly,1,0,0.0,44.0,16/06/2015,true
mobile friendly test page,1,0,0.0,10.0,16/06/2015,false
redirect-checker,1,0,0.0,32.0,16/06/2015,true
google check,1,0,0.0,87.0,16/06/2015,false
tool mobile friendly,1,0,0.0,10.0,16/06/2015,false
google mobile check tool,1,0,0.0,6.0,16/06/2015,false
google mobile friendly site,1,0,0.0,17.0,16/06/2015,false
mobile friendly test,1308,4,0.0031,6.9,17/06/2015,false
urlitor,5,4,0.8,1.0,17/06/2015,false
bulk url checker,17,2,0.1176,9.8,17/06/2015,false
mobile-friendly test,46,1,0.0217,6.9,17/06/2015,false
mobile friendly checker,29,1,0.0345,3.9,17/06/2015,false
http status code checker,10,1,0.1,7.6,17/06/2015,false
bulk redirect checker,6,1,0.1667,4.2,17/06/2015,false
mobile friendly url,4,1,0.25,2.0,17/06/2015,false
bulk status code checker,3,1,0.3333,2.3,17/06/2015,false
mobile friendly website tool,1,1,1.0,8.0,17/06/2015,false
google mobile friendly,922,0,0.0,8.6,17/06/2015,false
google mobile friendly test,557,0,0.0,6.9,17/06/2015,false
mobile friendly,421,0,0.0,7.6,17/06/2015,false
google mobile check,88,0,0.0,4.6,17/06/2015,false
google mobile checker,58,0,0.0,3.6,17/06/2015,false
mobile friendly test google,56,0,0.0,7.3,17/06/2015,false
check mobile friendly,52,0,0.0,5.7,17/06/2015,false
test mobile friendly,44,0,0.0,8.0,17/06/2015,false
mobile-friendly,42,0,0.0,8.7,17/06/2015,false
google mobile friendly tool,36,0,0.0,6.9,17/06/2015,false
google mobile friendly checker,26,0,0.0,4.0,17/06/2015,false
google mobile friendly check,25,0,0.0,4.6,17/06/2015,false
google friendly test,24,0,0.0,7.6,17/06/2015,false
mobile friendly google,23,0,0.0,11.0,17/06/2015,false
mobile friendly check,21,0,0.0,4.2,17/06/2015,false
http status checker,21,0,0.0,5.2,17/06/2015,false
mobile friendly tool,19,0,0.0,7.1,17/06/2015,false
google mobile site checker,18,0,0.0,6.6,17/06/2015,false
mobile friendly google test,17,0,0.0,8.2,17/06/2015,false
redirect checker,16,0,0.0,34.0,17/06/2015,false
google check mobile,16,0,0.0,4.6,17/06/2015,false
mobile freindly test,14,0,0.0,7.4,17/06/2015,false
google mobile site tester,14,0,0.0,8.8,17/06/2015,false
google mobile friendly tester,13,0,0.0,6.6,17/06/2015,false
mobile check google,13,0,0.0,5.8,17/06/2015,false
mobile checker,13,0,0.0,7.2,17/06/2015,false
mobile friendly website test,12,0,0.0,8.4,17/06/2015,false
check http status,12,0,0.0,7.8,17/06/2015,false
status code checker,11,0,0.0,8.4,17/06/2015,false
google test mobile friendly,11,0,0.0,9.3,17/06/2015,false
check website mobile friendly,10,0,0.0,7.8,17/06/2015,false
google check mobile friendly,10,0,0.0,4.6,17/06/2015,false
google mobile tool,10,0,0.0,7.3,17/06/2015,false
mobilefriendly,10,0,0.0,7.7,17/06/2015,false
mobile-friendly website,9,0,0.0,29.0,17/06/2015,false
website mobile friendly,9,0,0.0,43.0,17/06/2015,false
test google mobile friendly,9,0,0.0,7.8,17/06/2015,false
google mobile friendly test tool,9,0,0.0,8.7,17/06/2015,false
check google mobile friendly,8,0,0.0,4.5,17/06/2015,false
mobile friendly tester,8,0,0.0,6.9,17/06/2015,false
check mobile friendly google,8,0,0.0,4.8,17/06/2015,false
google mobile freindly test,8,0,0.0,8.4,17/06/2015,false
google mobile,8,0,0.0,35.0,17/06/2015,false
mobile friendly website checker,7,0,0.0,4.6,17/06/2015,false
google mobile site check,7,0,0.0,8.1,17/06/2015,false
how to check if website is mobile friendly,7,0,0.0,8.9,17/06/2015,false
friendly mobile test,7,0,0.0,7.7,17/06/2015,false
mobile frendly test,7,0,0.0,7.0,17/06/2015,false
test mobile friendly google,7,0,0.0,6.7,17/06/2015,false
mobil friendly test,7,0,0.0,8.9,17/06/2015,false
google mobile website checker,6,0,0.0,5.3,17/06/2015,false
check if website is mobile friendly,6,0,0.0,7.0,17/06/2015,false
mobile friendly testing tool,6,0,0.0,9.8,17/06/2015,false
bulk check,6,0,0.0,6.7,17/06/2015,false
mobile friendly test tool,6,0,0.0,9.8,17/06/2015,false
mobilefriendly test,6,0,0.0,6.8,17/06/2015,false
google's mobile friendly test,6,0,0.0,8.5,17/06/2015,false
http status check,5,0,0.0,6.4,17/06/2015,false
http checker,5,0,0.0,9.8,17/06/2015,false
mobile firendly,5,0,0.0,6.6,17/06/2015,false
check if site is mobile friendly,5,0,0.0,8.2,17/06/2015,false
mobiel friendly test,5,0,0.0,7.4,17/06/2015,false
google mobile-friendly test,5,0,0.0,7.2,17/06/2015,false
website mobile friendly test,5,0,0.0,9.2,17/06/2015,false
mobile test friendly,5,0,0.0,8.2,17/06/2015,false
google tool mobile friendly,5,0,0.0,6.6,17/06/2015,false
friendly mobile,5,0,0.0,7.6,17/06/2015,false
bulk header checker,5,0,0.0,5.0,17/06/2015,false
mobile frendly,5,0,0.0,8.4,17/06/2015,false
mobile friendly website,4,0,0.0,34.0,17/06/2015,false
google mobile-friendly,4,0,0.0,11.0,17/06/2015,false
header response checker,4,0,0.0,15.0,17/06/2015,false
mobile google check,4,0,0.0,5.3,17/06/2015,false
mobile friendly check google,4,0,0.0,4.0,17/06/2015,false
http status codes,4,0,0.0,71.0,17/06/2015,false
check mobile friendly website,4,0,0.0,9.0,17/06/2015,false
response code checker,4,0,0.0,10.0,17/06/2015,false
google mobile friendliness test,4,0,0.0,8.5,17/06/2015,false
check site mobile friendly,4,0,0.0,7.0,17/06/2015,false
url bulk checker,4,0,0.0,9.0,17/06/2015,false
google check,4,0,0.0,52.0,17/06/2015,false
mobile url checker,3,0,0.0,6.0,17/06/2015,false
google mobile freindly,3,0,0.0,7.7,17/06/2015,false
mobile-friendly test google,3,0,0.0,7.7,17/06/2015,false
what is mobile friendly,3,0,0.0,35.0,17/06/2015,false
google mobile friendly testing tool,3,0,0.0,8.0,17/06/2015,false
moble friendly,3,0,0.0,7.3,17/06/2015,false
mobile friendliness test,3,0,0.0,7.7,17/06/2015,false
google url check,3,0,0.0,10.0,17/06/2015,false
check mobile site google,3,0,0.0,8.0,17/06/2015,false
google mobile friendly website checker,3,0,0.0,8.0,17/06/2015,false
google mobile responsive checker,3,0,0.0,8.7,17/06/2015,false
mobile frinedly test,3,0,0.0,7.3,17/06/2015,false
google mobile analyzer,3,0,0.0,7.3,17/06/2015,false
mobile friendly site,3,0,0.0,44.0,17/06/2015,false
goole mobile friendly test,3,0,0.0,7.0,17/06/2015,false
google check for mobile friendly,3,0,0.0,5.3,17/06/2015,false
mobile firendly test,3,0,0.0,6.3,17/06/2015,false
google friendly,3,0,0.0,27.0,17/06/2015,false
google mobile friedly,3,0,0.0,8.0,17/06/2015,false
mobile friendly testing tools,3,0,0.0,9.7,17/06/2015,false
test if mobile friendly,3,0,0.0,7.0,17/06/2015,false
google mobile-friendly test tool,3,0,0.0,6.0,17/06/2015,false
url status checker,3,0,0.0,9.0,17/06/2015,false
mobile google checker,3,0,0.0,4.7,17/06/2015,false
google friendly mobile test,3,0,0.0,7.7,17/06/2015,false
website mobile friendly checker,3,0,0.0,4.7,17/06/2015,false
google checker,3,0,0.0,17.0,17/06/2015,false
mobile friendly site checker,3,0,0.0,5.0,17/06/2015,false
google mobile frendly,2,0,0.0,7.0,17/06/2015,false
google check mobile friendly website,2,0,0.0,7.0,17/06/2015,false
mobile site check,2,0,0.0,27.0,17/06/2015,false
google check site mobile,2,0,0.0,5.5,17/06/2015,false
google test for mobile friendly,2,0,0.0,8.0,17/06/2015,false
check mobile google,2,0,0.0,7.0,17/06/2015,false
website mobile checker,2,0,0.0,13.0,17/06/2015,false
google check site mobile friendly,2,0,0.0,7.5,17/06/2015,false
mobil check google,2,0,0.0,6.5,17/06/2015,false
mobile-friendly-test,2,0,0.0,7.0,17/06/2015,false
google mobile friendly websites,2,0,0.0,36.0,17/06/2015,false
googles mobile friendly test,2,0,0.0,7.0,17/06/2015,false
bulk mobile friendly test,2,0,0.0,1.0,17/06/2015,false
responsive checker google,2,0,0.0,8.0,17/06/2015,false
google mobil friendly test,2,0,0.0,13.0,17/06/2015,false
googlemobilefriendly,2,0,0.0,8.0,17/06/2015,false
server response checker,2,0,0.0,26.0,17/06/2015,false
google frendly test,2,0,0.0,4.0,17/06/2015,false
google test website mobile friendly,2,0,0.0,10.0,17/06/2015,false
check google score,2,0,0.0,9.0,17/06/2015,true
mobilefriendly test google,2,0,0.0,5.5,17/06/2015,false
google website checker,2,0,0.0,33.0,17/06/2015,false
google check mobile site,2,0,0.0,6.0,17/06/2015,false
mobile friendly testing tool google,2,0,0.0,7.0,17/06/2015,false
mobile site checker,2,0,0.0,15.0,17/06/2015,false
moblie friendly,2,0,0.0,8.0,17/06/2015,false
http status codes checker,2,0,0.0,9.5,17/06/2015,false
mobile friendly tester google,2,0,0.0,7.0,17/06/2015,false
bulk search by url,2,0,0.0,11.0,17/06/2015,false
mobile friendly test tools,2,0,0.0,10.0,17/06/2015,false
mobile friedly,2,0,0.0,7.0,17/06/2015,false
mobile frindly,2,0,0.0,8.0,17/06/2015,false
google mobile friendly tools,2,0,0.0,7.5,17/06/2015,false
google page checker,2,0,0.0,25.0,17/06/2015,false
mobile site checker google,2,0,0.0,6.5,17/06/2015,false
mobil friendly,2,0,0.0,6.5,17/06/2015,false
friendly test,2,0,0.0,5.0,17/06/2015,false
bulk test,2,0,0.0,10.0,17/06/2015,false
httpstatus,2,0,0.0,38.0,17/06/2015,false
google site checker,2,0,0.0,29.0,17/06/2015,false
google mobile frinedly,2,0,0.0,9.0,17/06/2015,false
mobile friendly google check,2,0,0.0,4.5,17/06/2015,false
mobile frienly test,2,0,0.0,7.0,17/06/2015,false
mobile friendl,2,0,0.0,6.5,17/06/2015,false
google's mobile-friendly test,2,0,0.0,9.5,17/06/2015,false
google mobil check,2,0,0.0,7.5,17/06/2015,false
google mobiel friendly test,2,0,0.0,8.5,17/06/2015,false
movil friendly,2,0,0.0,6.5,17/06/2015,false
mobiel check google,2,0,0.0,4.0,17/06/2015,false
mobile freindly,2,0,0.0,5.5,17/06/2015,false
google mobile testing tool,1,0,0.0,9.0,17/06/2015,false
mobile validator google,1,0,0.0,5.0,17/06/2015,true
test mobile friendly site,1,0,0.0,17.0,17/06/2015,false
http response code checker,1,0,0.0,9.0,17/06/2015,false
bulk url,1,0,0.0,19.0,17/06/2015,false
google friendly tool,1,0,0.0,7.0,17/06/2015,false
google mobile test friendly,1,0,0.0,9.0,17/06/2015,false
google check if site is mobile friendly,1,0,0.0,8.0,17/06/2015,false
header status checker,1,0,0.0,14.0,17/06/2015,false
responsive tester google,1,0,0.0,33.0,17/06/2015,true
https status checker,1,0,0.0,5.0,17/06/2015,false
google mobile page checker,1,0,0.0,7.0,17/06/2015,false
check site on mobile,1,0,0.0,36.0,17/06/2015,false
google mobile frindly test,1,0,0.0,5.0,17/06/2015,false
mobile website checker,1,0,0.0,18.0,17/06/2015,false
google movile friendly,1,0,0.0,7.0,17/06/2015,false
google mobile friednly,1,0,0.0,7.0,17/06/2015,false
mobile firnedly,1,0,0.0,9.0,17/06/2015,false
google mobile firendly,1,0,0.0,8.0,17/06/2015,false
mobile friendly site check,1,0,0.0,9.0,17/06/2015,false
google mobile friendl,1,0,0.0,9.0,17/06/2015,false
mobile friendlt,1,0,0.0,8.0,17/06/2015,false
test friendly mobile,1,0,0.0,9.0,17/06/2015,false
google mobile website check,1,0,0.0,9.0,17/06/2015,false
mobile checker google,1,0,0.0,4.0,17/06/2015,false
google mobile friendly testing,1,0,0.0,3.0,17/06/2015,false
mobile friendlt test,1,0,0.0,10.0,17/06/2015,false
google mobile firnedly,1,0,0.0,6.0,17/06/2015,false
mobile frienly,1,0,0.0,10.0,17/06/2015,false
check if site is mobile friendly google,1,0,0.0,5.0,17/06/2015,false
moblie friendly test,1,0,0.0,8.0,17/06/2015,false
google results checker,1,0,0.0,56.0,17/06/2015,false
server checker,1,0,0.0,42.0,17/06/2015,false
mobiel friendly,1,0,0.0,15.0,17/06/2015,false
google mobile frendly test,1,0,0.0,7.0,17/06/2015,false
google mobile friendly tests,1,0,0.0,10.0,17/06/2015,false
google friendly check,1,0,0.0,3.0,17/06/2015,false
google's mobile friendly test tool,1,0,0.0,10.0,17/06/2015,false
mobile friendly page test,1,0,0.0,10.0,17/06/2015,false
google mobile score,1,0,0.0,4.0,17/06/2015,false
status header checker,1,0,0.0,11.0,17/06/2015,false
bulk website checker,1,0,0.0,15.0,17/06/2015,false
google mobile friendliness tool,1,0,0.0,9.0,17/06/2015,false
google mobile friendly analyzer,1,0,0.0,3.0,17/06/2015,false
bulk url check,1,0,0.0,8.0,17/06/2015,false
mobile-friendly testing tool,1,0,0.0,8.0,17/06/2015,false
google check for mobile,1,0,0.0,8.0,17/06/2015,false
test mobile friendliness,1,0,0.0,6.0,17/06/2015,false
google mobiel friendly,1,0,0.0,8.0,17/06/2015,false
google mobile firendly test,1,0,0.0,6.0,17/06/2015,false
google tools mobile friendly,1,0,0.0,5.0,17/06/2015,false
bulk http header response checker,1,0,0.0,4.0,17/06/2015,false
mobile-friendly google,1,0,0.0,20.0,17/06/2015,false
google check website mobile friendly,1,0,0.0,5.0,17/06/2015,false
test mobile friendly website,1,0,0.0,10.0,17/06/2015,false
mobile friendl test,1,0,0.0,8.0,17/06/2015,false
mobile friendly tests,1,0,0.0,7.0,17/06/2015,false
http response checker,1,0,0.0,10.0,17/06/2015,false
mobil friendly google,1,0,0.0,39.0,17/06/2015,false
